timestamp,project_name,run_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue
2023-09-23T08:42:54,Aletheia2_5,17ce4163-f04e-4057-b17f-d3498843fa79,127884.14847803116,0.4444597558288552,3.475487471421899e-06,42.5,13.385281835086523,5.879536628723145,1.5097421413287528,0.393101088925064,0.2088459904730377,2.11168922072686,United States,USA,new york,,,Windows-10-10.0.22621-SP0,3.11.4,2.3.1,20,12th Gen Intel(R) Core(TM) i7-12700H,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,-73.7559,41.0129,15.67876434326172,machine,N,1.0
2023-09-27T18:48:44,Argus2_2,8a95c66f-092b-4e8c-9e3c-d5b4f1eb13fb,98568.35260510445,0.37020204662732004,3.7557901379407735e-06,42.5,13.364837675688857,5.879536628723145,1.1636528344396073,0.43425869574001197,0.16096913584620784,1.758880666025829,United States,USA,new york,,,Windows-10-10.0.22621-SP0,3.11.4,2.3.1,20,12th Gen Intel(R) Core(TM) i7-12700H,1,1 x NVIDIA GeForce RTX 3050 Laptop GPU,-73.7559,41.0129,15.678764343261719,machine,N,1.0
